	Nodes	Edges	Average Degree	Density	Average Shortest Path Length	Diameter	Average Clustering Coefficient	Modularity	Number of Communities	Assortativity
0	269	4309	32.037174721189594	0.11954169672085668	1.9010431115796482	4	0.7992441683371166	0.21893726456485943	7	-0.4937451810190394
